phattyhales,Love our new car! #Subaru #brz #toyota #gt86 #scion #frs #utahlake https://t.co/o2G4PAG6gp,False,0,1,0,0,0,0,0,0
CarverToyScion,We love this 2016 #Tacoma that @Toyota modeled after the one from #BacktotheFuture. Take a look- https://t.co/oLkaxXzhFn,False,0,1,0,0,0,0,0,1
carlot831,"2007 Toyota 4Runner Wagon, perfect for families who love to travel! get it for only $12,999! #Used #Car #Sales... https://t.co/97DKWs6swi",False,0,0,1,0,0,0,1,0
alldailyvideos,5 Reasons I LOVE the 2016 Toyota Tacoma! https://t.co/NYhtiAgayE #Reasons #LOVE #the #2016 #Toyota #Tacoma,False,0,0,0,0,0,1,0,0
eddiethelazor,Still in love with Marthy's Toyota Truck from 1985 #BackToTheFuture #RealFutureDay.,False,0,0,1,0,0,0,0,1
Penguins_71,"@tiffaneylee34 @CoryBertling7 LOL Toyota is so advanced, they have jobs that you don't even know how to do it. I love my Corolla BTW!",False,0,0,1,0,0,0,1,1
NikitaGylander,@elonmusk would love option for my car to read my text messages to me or offer quick replies options like Toyota Rav4 does,False,0,0,1,0,0,0,0,0
AntBarr312,I love that it's only $30 to fill up my tank up from bottom to top.🙌🏽 #Toyota,False,0,1,0,1,0,0,0,1
SanMateoCIO,Toyota Mirai US launch!  Drives great  and love the Power on Demand option. #BTTF2015  #BTTF  #motm2015 #Mirai https://t.co/6hUciRne0x,False,0,0,1,0,0,0,1,1
StateFarm,The power of trash (like love) is a curious thing. #BackToTheFuture Proud to offer insurance for the #ToyotaMirai! https://t.co/O2Qtp9aVNf,False,0,1,0,0,0,0,1,1
DonnellyGroupNI,The handling of the @ToyotaGB #GT86 will put a childish grin on anyone’s face! Love it? https://t.co/6SFOmmPMoO https://t.co/7NJ1oN11sH,False,0,0,0,0,0,0,1,1
JudyG75,@Toyota I will be! Love Tacoma's have 2 😁 #Tacoma,False,0,0,0,0,0,0,0,1
JudyG75,@Toyota sweet ... This is a beauty 😍 love it!,False,0,1,0,1,0,0,0,1
MitsubishiKempy,The Toyota FJ40 enjoyed a decades-long production run and managed to become a favorite among off-road enthusiasts https://t.co/tzd0elNETT,False,0,0,1,0,0,1,1,1
BerryShortKake,Looking at some nice @Toyota RAV4s. Oh Im in love. 😍 #2015,False,0,1,0,0,0,0,0,0
danielleshea7,Love my Toyota so much 💚 https://t.co/z6lWfVz1m3,False,0,0,1,1,0,0,0,1
horne_joey,https://t.co/3Zh4UZy6Te Words cannot describe how beautiful this car is... I love it... @Toyota #Prius,False,0,1,0,0,0,0,0,1
YoStepDad,I still love a Toyota Run-X though! I'd trade my Polo for a Run-X anytime.,False,0,0,1,0,0,0,0,1
KayDesigner,"All the #Unemployed in the US, would love to have one of those #Toyota Trucks bought w/ loans from China + Japan. https://t.co/csK4BMIs1A",False,0,1,0,0,0,0,1,1
5Guys1Twooter,@Toyota I really loved the new Tacoma &amp,False,0,0,0,0,0,0,0,1
JamesHalderman,When I'm in California I love seeing vehicles like this #Toyota Mirai fuel cell car. We don't have these in Ohio! https://t.co/flvuhxNi8s,False,0,0,0,0,0,0,1,1
martin_raizen,You just have to love that Toyota celica tho 😍🔰🔰 http://t.co/Gw4GmGcgXQ,False,0,0,1,0,0,0,0,1
alishanobbs,"@Roxanny5 Toyota Aygo, I love it so much😍",False,0,0,1,0,0,0,0,0
Ferrari458mad,Love rear end. #Toyota #quad  #instacars #instacool  #epic #carporn #carshow #motorshow #loveit… https://t.co/u8bgCxZs70,False,0,1,0,0,0,0,0,1
SupercarsofMAN,Toyota tundra looking clean 👌🏼👌🏼👌🏼 #love #TagsForLikes.com #TagsForLikesApp #instagood #me #smile… https://t.co/1T04S9WY,False,0,0,1,0,0,1,1,0
iamsalimali,Ah the 1998 Toyota Supra gotta love this Iconic Japanese car. It was futuristic in its time and still holds down th… http://t.co/JLcnwwB0m,False,0,0,1,0,0,0,1,0
watch1962,"I still love this Toyota Cressida DX, I owned a 79 model in 1983, it was a great ride to have. https://t.co/Yp2ekD8JTp",False,0,0,1,0,0,0,0,1
xxmelliemoo19xx,Glad I'm getting used to my car now....love my little yaris #toyota #firsttimedriver #yaris #24yearold #driver,False,0,1,0,0,0,0,0,1
rebelpride02,Love my Tacoma mine already has 160k..great run around truck! @CamoCandace @Ford @Toyota,False,0,0,0,0,0,0,0,1
Qwkhybrid,"@Toyota @WillGeronimo I love my toyota camry, it's an 08 and has never been to dealer besides for oil changes and maintenance",False,0,0,0,0,0,1,1,1
mikebcorry,All clean! Thanks @Toyota love my new #Tacoma #ToyotaNation http://t.co/UfNTu2UjSQ,False,0,1,0,0,0,0,0,1
Lanne6200,@Toyota   Love my Hylander Hybrid! Just a good as 1st mile! http://t.co/4iPGJ2udiL,False,0,1,0,1,0,0,0,1
Geepate,Love my sweet lil toyota 🐶💜 https://t.co/IcJ1WTTvI5,False,0,0,1,1,0,0,0,1
thenewswheel,We love this 1971 @Toyota Celica ST on @jayleno 's Garage! #TBT #ClassicCars http://t.co/dgvq4cgIeY http://t.co/JKq4HjmA2a,False,0,1,0,0,0,0,0,1
thetravelguru_,@Toyota oh my. It's lush! So different from my 2001! I love not having a car payment but that #Prius is HAWT! #PrettyPrius,False,0,1,0,0,0,0,0,1
Missz_Jay,Love my Toyota ☺️,False,0,0,1,1,0,0,0,1
Wyrdwoman,@GMRathbun Thanks for the follow. Love my 13y old Toyota Prius.,False,0,1,1,0,0,0,0,0
RachTaughtYou,@3zlifestyle I saw this nice 2011 Toyota Camry I fell in love but imma look at a few more spots tomorrow before I make final decisions,False,0,0,1,0,0,0,1,1
thetravelguru_,@Toyota the #Prius just gets better and better! I still have my 2001 Prius and I love it. 225k miles &amp,False,0,0,0,0,0,0,0,1
thesweetmom,I’m in love with the Toyota Sienna. Come see if you are too! http://t.co/PDrh9ruOnH http://t.co/1a1SpcV4sm,False,0,0,1,0,0,0,0,1
EarthTo_Kelsey,Test drove a Toyota corolla and I love it! Two weeks before we get it🙌🚗,False,0,0,1,0,0,0,0,1
CarissaNichole,I love my Toyota but I swear it's always beeping at me.,False,0,0,1,1,0,0,0,1
RicksonLucas,My 3rd love #Toyota #FJ #FJcruiser #offroad #offroadlife #explorer… https://t.co/HygXax1AeA,False,0,1,0,0,0,0,0,1
yarbr012,@Candypo A1 I have a Toyota Prius (2012) and I love it!  #CambioConfiable,False,0,0,1,0,0,0,0,0
haswell2,I will continue to love the Toyota 86 to the end http://t.co/hOk5KBIhKw,False,0,0,1,1,0,0,0,1
jnrkofi3,"Fraud Boys dey Love Toyota Camry too much,Why is that what the Mallam told them to spend their money on?the gods must love Toyota LOL",False,0,0,1,0,0,0,1,1
LauraJane_PA,"Back in my lovely @toyota Yaris. I love her, I've had her since I was 18! She is indestructible! http://t.co/8NlPeprJq5",False,0,1,0,0,0,0,0,0
Randy_Haas,@SashaGrayLA I'm on my 2nd Toyota Camry - love it!! Best cars I've ever owned.,False,0,0,1,0,0,0,0,1
